price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,256.0,High-End,5000.0,80,6.7,1440.0,3216.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,83.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,8200,8.0,3.1,Unknown,8.0,128.0,High-End,5500.0,67,6.67,1440.0,3200.0,120.0,Punch Hole,48.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,75.0,Yes,Yes,No,No,Yes,No,Exynos,850,8.0,2.4,Unknown,4.0,128.0,Mid-Range,6000.0,15,6.6,2408.0,1080.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,215,4.0,1.3,Unknown,3.0,32.0,Budget,3000.0,0,5.5,720.0,1440.0,60.0,No Notch,13.0,1.0,8.0,1.0,Yes,1 TB,Pragati OS,v12,Jio
non-expensive,76.0,Yes,Yes,No,No,No,No,Exynos,9611,8.0,2.3,Unknown,4.0,64.0,Mid-Range,6000.0,15,6.4,1080.0,2340.0,60.0,Water Drop Notch,48.0,3.0,20.0,1.0,Yes,512 GB,Android,v11,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,Yes,Helio,95,8.0,2.05,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
expensive,85.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,765,8.0,2.4,Unknown,6.0,128.0,Mid-Range,4300.0,25,6.8,1080.0,2460.0,60.0,Water Drop Notch,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v10,LG
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Bionic,14,6.0,3.1,Unknown,6.0,256.0,Mid-Range,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,12.0,512.0,Flagship,4600.0,66,8.03,1916.0,2160.0,120.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Vivo
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4300.0,30,5.9,1080.0,2400.0,120.0,Punch Hole,50.0,2.0,12.0,1.0,Yes,1 TB,Android,v12,Asus
non-expensive,80.0,Yes,No,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Unknown,800.0,0,2.0,128.0,160.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,16 GB,Android,v12,Samsung
non-expensive,75.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,4.0,64.0,Mid-Range,6000.0,15,6.4,1080.0,2400.0,90.0,Water Drop Notch,64.0,1.0,20.0,1.0,Yes,1 TB,Android,v11,Samsung
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,12.0,256.0,Flagship,4700.0,80,6.73,1080.0,2412.0,120.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,85.0,Yes,Yes,Yes,No,Yes,No,Dimensity,930,8.0,2.2,Unknown,8.0,256.0,High-End,5000.0,30,6.5,1080.0,2400.0,120.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v13,Motorola
expensive,80.0,Yes,Yes,No,No,Yes,Yes,Kirin,9000,8.0,3.13,Unknown,8.0,128.0,High-End,4400.0,66,6.76,1344.0,2772.0,90.0,Punch Hole,50.0,3.0,13.0,1.0,Yes,256 GB,Android,v12,Huawei
non-expensive,79.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Poco
expensive,89.0,Yes,Yes,Yes,No,Yes,Yes,Exynos,9825,8.0,2.7,Unknown,12.0,256.0,Flagship,4300.0,0,6.8,1440.0,3040.0,60.0,Punch Hole,12.0,1.0,10.0,1.0,Yes,512 GB,Android,v9.0,Samsung
expensive,81.0,Yes,Yes,No,No,Yes,No,Exynos,9820,8.0,2.7,Unknown,8.0,128.0,High-End,4100.0,15,6.4,1440.0,3040.0,60.0,Punch Hole,16.0,3.0,10.0,2.0,Yes,512 GB,Android,v9.0,Samsung
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,778,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,30,6.6,1080.0,2412.0,144.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,79.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Xiaomi
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Exynos,1280,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,5000.0,25,6.5,1080.0,2400.0,120.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,128.0,High-End,4800.0,125,6.7,1080.0,2460.0,165.0,Punch Hole,50.0,3.0,60.0,1.0,Yes,1 TB,Android,v12,Motorola Edge
non-expensive,83.0,Yes,Yes,No,No,No,No,Snapdragon,720,8.0,2.3,Unknown,6.0,128.0,Mid-Range,4500.0,25,6.5,1080.0,2400.0,90.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,8.0,128.0,High-End,5000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,82.0,Yes,Yes,Yes,No,No,No,Dimensity,800,8.0,2.4,Unknown,8.0,128.0,High-End,4310.0,50,6.43,1080.0,2400.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,256 GB,Android,v11,OPPO
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,4.0,2.4,Unknown,2.0,32.0,Budget,5000.0,10,6.52,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,512 GB,Android,v12,Xiaomi
non-expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,865,8.0,2.84,Flagship,12.0,256.0,Flagship,4200.0,65,6.44,1080.0,2400.0,90.0,Dual Punch Hole,64.0,1.0,32.0,2.0,No,1 TB,Android,v10,Realme
non-expensive,69.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,90.0,Punch Hole,50.0,2.0,5.0,1.0,No,1 TB,Android,v11,Xiaomi
non-expensive,73.0,No,Yes,No,No,Yes,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,4000.0,0,6.2,720.0,1680.0,60.0,No Notch,13.0,3.0,8.0,1.0,Yes,512 GB,Android,v12,Sony
non-expensive,81.0,Yes,Yes,Yes,No,No,Yes,Dimensity,920,8.0,2.5,Unknown,6.0,128.0,Mid-Range,5160.0,67,6.67,2400.0,1080.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,84.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Unknown,8.0,128.0,High-End,5000.0,0,6.55,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,75.0,Yes,Yes,Yes,No,Yes,No,Dimensity,810,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.56,720.0,1612.0,90.0,Water Drop Notch,48.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.4,High-End,8.0,128.0,High-End,5000.0,25,6.7,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,74.0,Yes,Yes,No,No,No,No,Helio,88,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.7,2400.0,1080.0,60.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,512 GB,Android,v11,Infinix
expensive,89.0,Yes,Yes,Yes,Yes,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,5000.0,68,6.6,1080.0,2400.0,144.0,No Notch,50.0,3.0,32.0,2.0,Yes,1 TB,Android,v12,Motorola
non-expensive,82.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,870,8.0,3.2,Flagship,6.0,128.0,Mid-Range,4200.0,55,6.9,1080.0,2460.0,120.0,No Notch,50.0,1.0,16.0,1.0,Yes,1 TB,Android,v12,ZTE
expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,150,6.67,1080.0,2412.0,120.0,Punch Hole,64.0,3.0,20.0,1.0,No,1 TB,Android,v12,POCO
non-expensive,67.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,64.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,84.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,30,6.78,1080.0,2460.0,90.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,1 TB,Android,v11,Lava
non-expensive,77.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.43,1080.0,2340.0,90.0,Punch Hole,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v10,Xiaomi
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,800,8.0,2.4,Unknown,8.0,128.0,High-End,4000.0,33,6.44,1080.0,2400.0,90.0,Water Drop Notch,64.0,3.0,44.0,1.0,Yes,1 TB,Android,v11,Vivo
non-expensive,67.0,Yes,Yes,No,No,No,No,Unisoc,612,8.0,1.8,Budget,4.0,64.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,50.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,79.0,Yes,Yes,Yes,No,Yes,No,Dimensity,700,8.0,2.2,Unknown,8.0,128.0,High-End,5000.0,33,6.56,720.0,1612.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,80.0,Yes,Yes,No,No,No,Yes,Snapdragon,720,8.0,2.3,High-End,6.0,128.0,Mid-Range,5020.0,18,6.67,1080.0,2400.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,512 GB,Android,v10.0,Xiaomi
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,12.0,256.0,Flagship,5600.0,68,6.92,1080.0,2460.0,144.0,No Notch,64.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Lenovo
non-expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,1080,8.0,2.6,Unknown,8.0,256.0,High-End,5000.0,67,6.7,1080.0,2412.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,No,1 TB,Android,v13,Realme
non-expensive,87.0,Yes,Yes,Yes,No,Yes,No,Dimensity,800,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,30,6.67,1080.0,2400.0,90.0,Punch Hole,108.0,3.0,32.0,1.0,Yes,1 TB,Android,v11,Motorola Edge
non-expensive,79.0,Yes,Yes,No,No,No,No,Helio,99,8.0,2.2,Mid-Range,8.0,128.0,High-End,5000.0,33,6.4,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Dimensity,900,8.0,2.4,Mid-Range,8.0,128.0,High-End,4300.0,65,6.43,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,32.0,1.0,No,1 TB,Android,v11,OPPO
non-expensive,76.0,Yes,Yes,Yes,No,No,No,Snapdragon,7 Gen2,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,45,6.67,1080.0,2412.0,120.0,Water Drop Notch,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v13,iQOO
expensive,87.0,Yes,Yes,Yes,No,No,No,Dimensity,1200,8.0,2.4,Unknown,12.0,256.0,Flagship,4300.0,44,6.56,1080.0,2376.0,90.0,Small Notch,108.0,3.0,50.0,2.0,No,1 TB,Android,v12,Vivo
non-expensive,78.0,No,Yes,Yes,No,Yes,No,Snapdragon,690,8.0,2.4,Unknown,6.0,64.0,Mid-Range,4500.0,30,6.0,1080.0,2520.0,60.0,No Notch,12.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Sony
non-expensive,82.0,Yes,Yes,No,No,No,No,Snapdragon,665,8.0,2.4,Unknown,8.0,128.0,High-End,4100.0,33,6.44,1080.0,2400.0,60.0,Water Drop Notch,48.0,3.0,32.0,1.0,Yes,1 TB,Android,v10.0,Vivo
expensive,78.0,No,Yes,Yes,No,Yes,No,Snapdragon,765,8.0,2.4,High-End,6.0,128.0,Mid-Range,4620.0,18,6.34,1080.0,2400.0,60.0,Punch Hole,16.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Google
non-expensive,72.0,Yes,Yes,No,No,No,No,Exynos,850,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,15,6.5,720.0,1600.0,90.0,Water Drop Notch,50.0,3.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,45,6.6,1080.0,2340.0,120.0,Punch Hole,50.0,3.0,10.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,82.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,870,8.0,3.2,Unknown,6.0,128.0,Mid-Range,4500.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Poco
expensive,79.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,4.0,128.0,Mid-Range,3240.0,0,6.1,1170.0,2532.0,60.0,Small Notch,12.0,2.0,12.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,63.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,128.0,Mid-Range,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,85.0,Yes,Yes,Yes,No,Yes,No,Exynos,1280,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,25,6.4,1080.0,2400.0,90.0,Punch Hole,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,8.0,256.0,High-End,4500.0,45,6.6,1080.0,2340.0,120.0,Punch Hole,50.0,3.0,10.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,78.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.6,1080.0,2408.0,90.0,Punch Hole,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Realme
expensive,85.0,Yes,Yes,Yes,No,No,No,Dimensity,900,8.0,2.4,Unknown,12.0,256.0,Flagship,4500.0,44,6.44,1080.0,2408.0,90.0,Water Drop Notch,64.0,3.0,50.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,4.0,2.4,Unknown,3.0,32.0,Budget,4000.0,0,6.5,1600.0,720.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,512 GB,Android,v12,Lava
non-expensive,77.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,4.0,128.0,Mid-Range,5000.0,44,6.44,1080.0,2400.0,120.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,80.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,695,8.0,2.2,Mid-Range,6.0,64.0,Mid-Range,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Poco
non-expensive,77.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,8.0,128.0,High-End,5000.0,18,6.55,1612.0,720.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,6.0,1024.0,Mid-Range,3095.0,0,6.1,1170.0,2532.0,120.0,Large Notch,12.0,3.0,12.0,1.0,No,1 TB,iOS,v15.0,Apple
non-expensive,83.0,Yes,Yes,No,No,No,No,Helio,95,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,30,6.4,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,256 GB,Android,v11,Realme
non-expensive,80.0,Yes,Yes,No,No,No,Yes,Helio,96,8.0,2.05,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,108.0,1.0,16.0,1.0,Yes,512 GB,Android,v11,Xiaomi
expensive,62.0,No,Yes,No,No,Yes,No,Snapdragon,801,8.0,1.5,Flagship,2.0,64.0,Budget,2275.0,0,4.7,1080.0,1920.0,60.0,No Notch,13.0,1.0,1.0,1.0,No,1 TB,Android,v4.4.2,Vertu
non-expensive,69.0,Yes,Yes,No,No,No,No,Unisoc,606,8.0,1.6,Unknown,4.0,64.0,Mid-Range,5000.0,15,6.5,720.0,1560.0,60.0,Water Drop Notch,48.0,2.0,5.0,1.0,Yes,1 TB,Android,v11,Samsung
non-expensive,83.0,Yes,Yes,No,No,Yes,No,Exynos,9825,8.0,2.73,Unknown,6.0,128.0,Mid-Range,7000.0,0,6.71,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v11,Samsung
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen2,8.0,3.2,Flagship,12.0,256.0,Flagship,5000.0,120,6.6,1440.0,3200.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,80.0,Yes,No,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,0.0,Unknown,1020.0,0,2.4,240.0,320.0,60.0,No Notch,3.0,1.0,16.0,0.0,Yes,32 GB,Android,v12,Nokia
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8 Gen2,8.0,3.2,Flagship,12.0,256.0,Flagship,4700.0,80,6.78,1440.0,3200.0,120.0,Punch Hole,3.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Vivo
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,765,8.0,2.4,Unknown,8.0,128.0,High-End,4000.0,0,6.8,1080.0,2460.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,LG
non-expensive,78.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,750,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,25,6.6,1080.0,2408.0,120.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,No,No,No,No,No,No,Other,32,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Dimensity,8200,8.0,3.1,Unknown,8.0,128.0,High-End,5000.0,120,6.78,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,16.0,1.0,No,1 TB,Android,v13,iQOO
non-expensive,80.0,No,No,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Samsung
expensive,85.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4700.0,67,6.7,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Poco
non-expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Flagship,8.0,128.0,High-End,5000.0,67,6.7,1080.0,2412.0,120.0,Water Drop Notch,108.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,310,4.0,2.4,Unknown,4.0,32.0,Mid-Range,3500.0,0,6.26,720.0,1600.0,60.0,Large Notch,13.0,1.0,5.0,1.0,Yes,1 TB,HarmonyOS,v2,Gionee
non-expensive,86.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,865,8.0,2.84,Flagship,8.0,128.0,High-End,5000.0,33,6.67,1080.0,2400.0,144.0,Punch Hole,108.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,84.0,Yes,Yes,Yes,No,No,Yes,Dimensity,1080,8.0,2.6,Unknown,6.0,128.0,Mid-Range,4980.0,120,6.67,1080.0,2400.0,120.0,Punch Hole,200.0,3.0,16.0,1.0,No,1 TB,Android,v12,Xiaomi
non-expensive,60.0,Yes,Yes,No,No,No,No,Other,1,4.0,1.6,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,1.0,8.0,1.0,Yes,128 GB,Android,v11.0,iKall
non-expensive,80.0,Yes,Yes,No,No,No,No,Snapdragon,205,2.0,1.1,Unknown,0.5,4.0,Budget,1500.0,0,2.8,240.0,320.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8,8.0,3.2,Unknown,12.0,256.0,Flagship,4500.0,67,8.02,1914.0,2160.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Xiaomi
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,865,8.0,2.84,Flagship,8.0,128.0,High-End,4000.0,21,6.1,1080.0,2520.0,120.0,No Notch,12.0,3.0,8.0,1.0,Yes,1 TB,Android,v10,Sony
non-expensive,78.0,Yes,Yes,Yes,No,No,No,Snapdragon,778,8.0,2.4,Unknown,6.0,128.0,Mid-Range,4700.0,66,6.44,1080.0,2404.0,90.0,Water Drop Notch,64.0,3.0,16.0,1.0,No,1 TB,Android,v12,iQOO
non-expensive,80.0,Yes,No,No,No,No,No,Other,1,8.0,2.4,Unknown,0.03,0.03,Budget,1000.0,0,1.8,260.0,240.0,60.0,No Notch,3.0,1.0,16.0,0.0,Yes,1 TB,Android,v12,Eunity
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,15,6.6,1080.0,2408.0,90.0,Water Drop Notch,64.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,Samsung
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,256.0,High-End,4700.0,120,6.73,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,80.0,Yes,No,No,No,No,No,Helio,6260,8.0,2.4,Unknown,0.01,0.02,Budget,1480.0,0,2.8,240.0,320.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,78.0,Yes,Yes,No,No,Yes,No,Snapdragon,680,8.0,2.4,Mid-Range,4.0,64.0,Mid-Range,5000.0,20,6.47,1080.0,2400.0,60.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,87.0,Yes,Yes,Yes,No,No,No,Dimensity,900,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,25,6.7,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,0.12,0.05,Budget,1020.0,0,1.8,120.0,160.0,60.0,No Notch,3.0,1.0,16.0,0.0,Yes,32 GB,Android,v12,Nokia
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,95,8.0,2.2,Unknown,8.0,128.0,High-End,4310.0,30,6.43,1080.0,2400.0,60.0,Punch Hole,48.0,1.0,16.0,1.0,Yes,256 GB,Android,v11,OPPO
non-expensive,78.0,Yes,Yes,No,No,No,Yes,Helio,95,8.0,2.05,Unknown,6.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,Unknown,8.0,2.4,Unknown,2.0,32.0,Budget,5000.0,10,6.51,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,78.0,Yes,Yes,Yes,No,Yes,No,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,83.0,Yes,Yes,Yes,No,No,Yes,Dimensity,810,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,33,6.6,1080.0,2400.0,90.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v11,Xiaomi
non-expensive,81.0,Yes,Yes,No,No,No,Yes,Snapdragon,712,8.0,2.3,High-End,6.0,128.0,Mid-Range,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,16.0,1.0,Yes,1 TB,Android,v11,Redmi
non-expensive,76.0,Yes,Yes,No,No,No,Yes,Snapdragon,680,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,50.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
